Product,Current Factory,Alt Factory,Region,Ship Mode,Current Lead Time,Alt Lead Time,LT Reduction (days),LT Reduction (%),Current Distance,Alt Distance,Risk Level
Fizzy Lifting Drinks,Sugar Shack,Wicked Choccy's,Atlantic,Same Day,1344.07,1338.38,5.69,0.42,1299.59,269.13,Low Risk
Fizzy Lifting Drinks,Sugar Shack,Secret Factory,Atlantic,Same Day,1344.07,1341.38,2.69,0.2,1299.59,813.31,Medium Risk
Fizzy Lifting Drinks,Sugar Shack,The Other Factory,Atlantic,Same Day,1344.07,1340.63,3.44,0.26,1299.59,676.7,Low Risk
Fizzy Lifting Drinks,Sugar Shack,Lot's O' Nuts,Gulf,Standard Class,1343.9,1342.36,1.54,0.11,1269.24,990.51,Medium Risk
Fizzy Lifting Drinks,Sugar Shack,Wicked Choccy's,Gulf,Standard Class,1343.9,1341.64,2.26,0.17,1269.24,860.86,Medium Risk
Fizzy Lifting Drinks,Sugar Shack,Secret Factory,Gulf,Standard Class,1343.9,1341.59,2.31,0.17,1269.24,850.99,Medium Risk
Fizzy Lifting Drinks,Sugar Shack,The Other Factory,Gulf,Standard Class,1343.9,1339.57,4.33,0.32,1269.24,485.76,Low Risk
Fizzy Lifting Drinks,Sugar Shack,Lot's O' Nuts,Gulf,First Class,1343.9,1342.36,1.54,0.11,1269.24,990.51,Medium Risk
Fizzy Lifting Drinks,Sugar Shack,Wicked Choccy's,Gulf,First Class,1343.9,1341.64,2.26,0.17,1269.24,860.86,Medium Risk
Fizzy Lifting Drinks,Sugar Shack,Secret Factory,Gulf,First Class,1343.9,1341.59,2.31,0.17,1269.24,850.99,Medium Risk
Fizzy Lifting Drinks,Sugar Shack,The Other Factory,Gulf,First Class,1343.9,1339.57,4.33,0.32,1269.24,485.76,Low Risk
Fizzy Lifting Drinks,Sugar Shack,Lot's O' Nuts,Gulf,Second Class,1343.9,1342.36,1.54,0.11,1269.24,990.51,Medium Risk
Fizzy Lifting Drinks,Sugar Shack,Wicked Choccy's,Gulf,Second Class,1343.9,1341.64,2.26,0.17,1269.24,860.86,Medium Risk
Fizzy Lifting Drinks,Sugar Shack,Secret Factory,Gulf,Second Class,1343.9,1341.59,2.31,0.17,1269.24,850.99,Medium Risk
Fizzy Lifting Drinks,Sugar Shack,The Other Factory,Gulf,Second Class,1343.9,1339.57,4.33,0.32,1269.24,485.76,Low Risk
Fizzy Lifting Drinks,Sugar Shack,Lot's O' Nuts,Gulf,Same Day,1343.9,1342.36,1.54,0.11,1269.24,990.51,Medium Risk
Fizzy Lifting Drinks,Sugar Shack,Wicked Choccy's,Gulf,Same Day,1343.9,1341.64,2.26,0.17,1269.24,860.86,Medium Risk
Fizzy Lifting Drinks,Sugar Shack,Secret Factory,Gulf,Same Day,1343.9,1341.59,2.31,0.17,1269.24,850.99,Medium Risk
Fizzy Lifting Drinks,Sugar Shack,The Other Factory,Gulf,Same Day,1343.9,1339.57,4.33,0.32,1269.24,485.76,Low Risk
Fizzy Lifting Drinks,Sugar Shack,Lot's O' Nuts,Pacific,Standard Class,1345.15,1339.0,6.15,0.46,1495.26,381.6,Low Risk
Fizzy Lifting Drinks,Sugar Shack,Wicked Choccy's,Pacific,Standard Class,1345.15,1348.73,-3.58,-0.27,1495.26,2143.85,High Risk
Fizzy Lifting Drinks,Sugar Shack,Secret Factory,Pacific,Standard Class,1345.15,1345.66,-0.51,-0.04,1495.26,1587.89,High Risk
Fizzy Lifting Drinks,Sugar Shack,The Other Factory,Pacific,Standard Class,1345.15,1345.75,-0.6,-0.04,1495.26,1604.38,High Risk
Fizzy Lifting Drinks,Sugar Shack,Lot's O' Nuts,Pacific,First Class,1345.15,1339.0,6.15,0.46,1495.26,381.6,Low Risk
Fizzy Lifting Drinks,Sugar Shack,Wicked Choccy's,Pacific,First Class,1345.15,1348.73,-3.58,-0.27,1495.26,2143.85,High Risk
Fizzy Lifting Drinks,Sugar Shack,Secret Factory,Pacific,First Class,1345.15,1345.66,-0.51,-0.04,1495.26,1587.89,High Risk
Fizzy Lifting Drinks,Sugar Shack,The Other Factory,Pacific,First Class,1345.15,1345.75,-0.6,-0.04,1495.26,1604.38,High Risk
Fizzy Lifting Drinks,Sugar Shack,Lot's O' Nuts,Pacific,Second Class,1345.15,1339.0,6.15,0.46,1495.26,381.6,Low Risk
Fizzy Lifting Drinks,Sugar Shack,Wicked Choccy's,Pacific,Second Class,1345.15,1348.73,-3.58,-0.27,1495.26,2143.85,High Risk
Fizzy Lifting Drinks,Sugar Shack,Secret Factory,Pacific,Second Class,1345.15,1345.66,-0.51,-0.04,1495.26,1587.89,High Risk
Fizzy Lifting Drinks,Sugar Shack,The Other Factory,Pacific,Second Class,1345.15,1345.75,-0.6,-0.04,1495.26,1604.38,High Risk
Fizzy Lifting Drinks,Sugar Shack,Lot's O' Nuts,Pacific,Same Day,1345.15,1339.0,6.15,0.46,1495.26,381.6,Low Risk
Fizzy Lifting Drinks,Sugar Shack,Wicked Choccy's,Pacific,Same Day,1345.15,1348.73,-3.58,-0.27,1495.26,2143.85,High Risk
Fizzy Lifting Drinks,Sugar Shack,Secret Factory,Pacific,Same Day,1345.15,1345.66,-0.51,-0.04,1495.26,1587.89,High Risk
Fizzy Lifting Drinks,Sugar Shack,The Other Factory,Pacific,Same Day,1345.15,1345.75,-0.6,-0.04,1495.26,1604.38,High Risk
Laffy Taffy,Sugar Shack,Lot's O' Nuts,Interior,Standard Class,1321.35,1322.84,-1.49,-0.11,605.2,875.45,Medium Risk
Laffy Taffy,Sugar Shack,Wicked Choccy's,Interior,Standard Class,1321.35,1324.04,-2.69,-0.2,605.2,1092.4,Medium Risk
Laffy Taffy,Sugar Shack,Secret Factory,Interior,Standard Class,1321.35,1320.38,0.97,0.07,605.2,430.51,Low Risk
Laffy Taffy,Sugar Shack,The Other Factory,Interior,Standard Class,1321.35,1321.04,0.31,0.02,605.2,550.73,Low Risk
Laffy Taffy,Sugar Shack,Lot's O' Nuts,Interior,First Class,1321.35,1322.84,-1.49,-0.11,605.2,875.45,Medium Risk
Laffy Taffy,Sugar Shack,Wicked Choccy's,Interior,First Class,1321.35,1324.04,-2.69,-0.2,605.2,1092.4,Medium Risk
Laffy Taffy,Sugar Shack,Secret Factory,Interior,First Class,1321.35,1320.38,0.97,0.07,605.2,430.51,Low Risk
Laffy Taffy,Sugar Shack,The Other Factory,Interior,First Class,1321.35,1321.04,0.31,0.02,605.2,550.73,Low Risk
Laffy Taffy,Sugar Shack,Lot's O' Nuts,Interior,Second Class,1321.35,1322.84,-1.49,-0.11,605.2,875.45,Medium Risk
Laffy Taffy,Sugar Shack,Wicked Choccy's,Interior,Second Class,1321.35,1324.04,-2.69,-0.2,605.2,1092.4,Medium Risk
Laffy Taffy,Sugar Shack,Secret Factory,Interior,Second Class,1321.35,1320.38,0.97,0.07,605.2,430.51,Low Risk
Laffy Taffy,Sugar Shack,The Other Factory,Interior,Second Class,1321.35,1321.04,0.31,0.02,605.2,550.73,Low Risk
Laffy Taffy,Sugar Shack,Lot's O' Nuts,Interior,Same Day,1321.35,1322.84,-1.49,-0.11,605.2,875.45,Medium Risk
Laffy Taffy,Sugar Shack,Wicked Choccy's,Interior,Same Day,1321.35,1324.04,-2.69,-0.2,605.2,1092.4,Medium Risk
Laffy Taffy,Sugar Shack,Secret Factory,Interior,Same Day,1321.35,1320.38,0.97,0.07,605.2,430.51,Low Risk
Laffy Taffy,Sugar Shack,The Other Factory,Interior,Same Day,1321.35,1321.04,0.31,0.02,605.2,550.73,Low Risk
Laffy Taffy,Sugar Shack,Lot's O' Nuts,Atlantic,Standard Class,1325.18,1328.67,-3.49,-0.26,1299.59,1931.99,High Risk
Laffy Taffy,Sugar Shack,Wicked Choccy's,Atlantic,Standard Class,1325.18,1319.49,5.69,0.43,1299.59,269.13,Low Risk
Laffy Taffy,Sugar Shack,Secret Factory,Atlantic,Standard Class,1325.18,1322.49,2.69,0.2,1299.59,813.31,Medium Risk
Laffy Taffy,Sugar Shack,The Other Factory,Atlantic,Standard Class,1325.18,1321.74,3.44,0.26,1299.59,676.7,Low Risk
Laffy Taffy,Sugar Shack,Lot's O' Nuts,Atlantic,First Class,1325.18,1328.67,-3.49,-0.26,1299.59,1931.99,High Risk
Laffy Taffy,Sugar Shack,Wicked Choccy's,Atlantic,First Class,1325.18,1319.49,5.69,0.43,1299.59,269.13,Low Risk
Laffy Taffy,Sugar Shack,Secret Factory,Atlantic,First Class,1325.18,1322.49,2.69,0.2,1299.59,813.31,Medium Risk
Laffy Taffy,Sugar Shack,The Other Factory,Atlantic,First Class,1325.18,1321.74,3.44,0.26,1299.59,676.7,Low Risk
Laffy Taffy,Sugar Shack,Lot's O' Nuts,Atlantic,Second Class,1325.18,1328.67,-3.49,-0.26,1299.59,1931.99,High Risk
Laffy Taffy,Sugar Shack,Wicked Choccy's,Atlantic,Second Class,1325.18,1319.49,5.69,0.43,1299.59,269.13,Low Risk
Laffy Taffy,Sugar Shack,Secret Factory,Atlantic,Second Class,1325.18,1322.49,2.69,0.2,1299.59,813.31,Medium Risk
Laffy Taffy,Sugar Shack,The Other Factory,Atlantic,Second Class,1325.18,1321.74,3.44,0.26,1299.59,676.7,Low Risk
Laffy Taffy,Sugar Shack,Lot's O' Nuts,Atlantic,Same Day,1325.18,1328.67,-3.49,-0.26,1299.59,1931.99,High Risk
Laffy Taffy,Sugar Shack,Wicked Choccy's,Atlantic,Same Day,1325.18,1319.49,5.69,0.43,1299.59,269.13,Low Risk
Laffy Taffy,Sugar Shack,Secret Factory,Atlantic,Same Day,1325.18,1322.49,2.69,0.2,1299.59,813.31,Medium Risk
Laffy Taffy,Sugar Shack,The Other Factory,Atlantic,Same Day,1325.18,1321.74,3.44,0.26,1299.59,676.7,Low Risk
Laffy Taffy,Sugar Shack,Lot's O' Nuts,Gulf,Standard Class,1325.01,1323.47,1.54,0.12,1269.24,990.51,Medium Risk
Laffy Taffy,Sugar Shack,Wicked Choccy's,Gulf,Standard Class,1325.01,1322.76,2.25,0.17,1269.24,860.86,Medium Risk
Laffy Taffy,Sugar Shack,Secret Factory,Gulf,Standard Class,1325.01,1322.7,2.31,0.17,1269.24,850.99,Medium Risk
Laffy Taffy,Sugar Shack,The Other Factory,Gulf,Standard Class,1325.01,1320.69,4.32,0.33,1269.24,485.76,Low Risk
Laffy Taffy,Sugar Shack,Lot's O' Nuts,Gulf,First Class,1325.01,1323.47,1.54,0.12,1269.24,990.51,Medium Risk
Laffy Taffy,Sugar Shack,Wicked Choccy's,Gulf,First Class,1325.01,1322.76,2.25,0.17,1269.24,860.86,Medium Risk
Laffy Taffy,Sugar Shack,Secret Factory,Gulf,First Class,1325.01,1322.7,2.31,0.17,1269.24,850.99,Medium Risk
Laffy Taffy,Sugar Shack,The Other Factory,Gulf,First Class,1325.01,1320.69,4.32,0.33,1269.24,485.76,Low Risk
Laffy Taffy,Sugar Shack,Lot's O' Nuts,Gulf,Second Class,1325.01,1323.47,1.54,0.12,1269.24,990.51,Medium Risk
Laffy Taffy,Sugar Shack,Wicked Choccy's,Gulf,Second Class,1325.01,1322.76,2.25,0.17,1269.24,860.86,Medium Risk
Laffy Taffy,Sugar Shack,Secret Factory,Gulf,Second Class,1325.01,1322.7,2.31,0.17,1269.24,850.99,Medium Risk
Laffy Taffy,Sugar Shack,The Other Factory,Gulf,Second Class,1325.01,1320.69,4.32,0.33,1269.24,485.76,Low Risk
Laffy Taffy,Sugar Shack,Lot's O' Nuts,Gulf,Same Day,1325.01,1323.47,1.54,0.12,1269.24,990.51,Medium Risk
Laffy Taffy,Sugar Shack,Wicked Choccy's,Gulf,Same Day,1325.01,1322.76,2.25,0.17,1269.24,860.86,Medium Risk
Laffy Taffy,Sugar Shack,Secret Factory,Gulf,Same Day,1325.01,1322.7,2.31,0.17,1269.24,850.99,Medium Risk
Laffy Taffy,Sugar Shack,The Other Factory,Gulf,Same Day,1325.01,1320.69,4.32,0.33,1269.24,485.76,Low Risk
Laffy Taffy,Sugar Shack,Lot's O' Nuts,Pacific,Standard Class,1326.26,1320.11,6.15,0.46,1495.26,381.6,Low Risk
Laffy Taffy,Sugar Shack,Wicked Choccy's,Pacific,Standard Class,1326.26,1329.84,-3.58,-0.27,1495.26,2143.85,High Risk
Laffy Taffy,Sugar Shack,Secret Factory,Pacific,Standard Class,1326.26,1326.77,-0.51,-0.04,1495.26,1587.89,High Risk
Laffy Taffy,Sugar Shack,The Other Factory,Pacific,Standard Class,1326.26,1326.86,-0.6,-0.05,1495.26,1604.38,High Risk
Laffy Taffy,Sugar Shack,Lot's O' Nuts,Pacific,First Class,1326.26,1320.11,6.15,0.46,1495.26,381.6,Low Risk
Laffy Taffy,Sugar Shack,Wicked Choccy's,Pacific,First Class,1326.26,1329.84,-3.58,-0.27,1495.26,2143.85,High Risk
Laffy Taffy,Sugar Shack,Secret Factory,Pacific,First Class,1326.26,1326.77,-0.51,-0.04,1495.26,1587.89,High Risk
Laffy Taffy,Sugar Shack,The Other Factory,Pacific,First Class,1326.26,1326.86,-0.6,-0.05,1495.26,1604.38,High Risk
Laffy Taffy,Sugar Shack,Lot's O' Nuts,Pacific,Second Class,1326.26,1320.11,6.15,0.46,1495.26,381.6,Low Risk
Laffy Taffy,Sugar Shack,Wicked Choccy's,Pacific,Second Class,1326.26,1329.84,-3.58,-0.27,1495.26,2143.85,High Risk
Laffy Taffy,Sugar Shack,Secret Factory,Pacific,Second Class,1326.26,1326.77,-0.51,-0.04,1495.26,1587.89,High Risk
Laffy Taffy,Sugar Shack,The Other Factory,Pacific,Second Class,1326.26,1326.86,-0.6,-0.05,1495.26,1604.38,High Risk
Laffy Taffy,Sugar Shack,Lot's O' Nuts,Pacific,Same Day,1326.26,1320.11,6.15,0.46,1495.26,381.6,Low Risk
Laffy Taffy,Sugar Shack,Wicked Choccy's,Pacific,Same Day,1326.26,1329.84,-3.58,-0.27,1495.26,2143.85,High Risk
Laffy Taffy,Sugar Shack,Secret Factory,Pacific,Same Day,1326.26,1326.77,-0.51,-0.04,1495.26,1587.89,High Risk
Laffy Taffy,Sugar Shack,The Other Factory,Pacific,Same Day,1326.26,1326.86,-0.6,-0.05,1495.26,1604.38,High Risk
SweeTARTS,Sugar Shack,Lot's O' Nuts,Interior,Standard Class,1329.31,1330.81,-1.5,-0.11,605.2,875.45,Medium Risk
SweeTARTS,Sugar Shack,Wicked Choccy's,Interior,Standard Class,1329.31,1332.0,-2.69,-0.2,605.2,1092.4,Medium Risk
SweeTARTS,Sugar Shack,Secret Factory,Interior,Standard Class,1329.31,1328.35,0.96,0.07,605.2,430.51,Low Risk
SweeTARTS,Sugar Shack,The Other Factory,Interior,Standard Class,1329.31,1329.01,0.3,0.02,605.2,550.73,Low Risk
SweeTARTS,Sugar Shack,Lot's O' Nuts,Interior,First Class,1329.31,1330.81,-1.5,-0.11,605.2,875.45,Medium Risk
SweeTARTS,Sugar Shack,Wicked Choccy's,Interior,First Class,1329.31,1332.0,-2.69,-0.2,605.2,1092.4,Medium Risk
SweeTARTS,Sugar Shack,Secret Factory,Interior,First Class,1329.31,1328.35,0.96,0.07,605.2,430.51,Low Risk
SweeTARTS,Sugar Shack,The Other Factory,Interior,First Class,1329.31,1329.01,0.3,0.02,605.2,550.73,Low Risk
SweeTARTS,Sugar Shack,Lot's O' Nuts,Interior,Second Class,1329.31,1330.81,-1.5,-0.11,605.2,875.45,Medium Risk
SweeTARTS,Sugar Shack,Wicked Choccy's,Interior,Second Class,1329.31,1332.0,-2.69,-0.2,605.2,1092.4,Medium Risk
SweeTARTS,Sugar Shack,Secret Factory,Interior,Second Class,1329.31,1328.35,0.96,0.07,605.2,430.51,Low Risk
SweeTARTS,Sugar Shack,The Other Factory,Interior,Second Class,1329.31,1329.01,0.3,0.02,605.2,550.73,Low Risk
SweeTARTS,Sugar Shack,Lot's O' Nuts,Interior,Same Day,1329.31,1330.81,-1.5,-0.11,605.2,875.45,Medium Risk
SweeTARTS,Sugar Shack,Wicked Choccy's,Interior,Same Day,1329.31,1332.0,-2.69,-0.2,605.2,1092.4,Medium Risk
SweeTARTS,Sugar Shack,Secret Factory,Interior,Same Day,1329.31,1328.35,0.96,0.07,605.2,430.51,Low Risk
SweeTARTS,Sugar Shack,The Other Factory,Interior,Same Day,1329.31,1329.01,0.3,0.02,605.2,550.73,Low Risk
SweeTARTS,Sugar Shack,Lot's O' Nuts,Atlantic,Standard Class,1333.15,1336.64,-3.49,-0.26,1299.59,1931.99,High Risk
SweeTARTS,Sugar Shack,Wicked Choccy's,Atlantic,Standard Class,1333.15,1327.46,5.69,0.43,1299.59,269.13,Low Risk
SweeTARTS,Sugar Shack,Secret Factory,Atlantic,Standard Class,1333.15,1330.46,2.69,0.2,1299.59,813.31,Medium Risk
SweeTARTS,Sugar Shack,The Other Factory,Atlantic,Standard Class,1333.15,1329.71,3.44,0.26,1299.59,676.7,Low Risk
SweeTARTS,Sugar Shack,Lot's O' Nuts,Atlantic,First Class,1333.15,1336.64,-3.49,-0.26,1299.59,1931.99,High Risk
SweeTARTS,Sugar Shack,Wicked Choccy's,Atlantic,First Class,1333.15,1327.46,5.69,0.43,1299.59,269.13,Low Risk
SweeTARTS,Sugar Shack,Secret Factory,Atlantic,First Class,1333.15,1330.46,2.69,0.2,1299.59,813.31,Medium Risk
SweeTARTS,Sugar Shack,The Other Factory,Atlantic,First Class,1333.15,1329.71,3.44,0.26,1299.59,676.7,Low Risk
SweeTARTS,Sugar Shack,Lot's O' Nuts,Atlantic,Second Class,1333.15,1336.64,-3.49,-0.26,1299.59,1931.99,High Risk
SweeTARTS,Sugar Shack,Wicked Choccy's,Atlantic,Second Class,1333.15,1327.46,5.69,0.43,1299.59,269.13,Low Risk
SweeTARTS,Sugar Shack,Secret Factory,Atlantic,Second Class,1333.15,1330.46,2.69,0.2,1299.59,813.31,Medium Risk
SweeTARTS,Sugar Shack,The Other Factory,Atlantic,Second Class,1333.15,1329.71,3.44,0.26,1299.59,676.7,Low Risk
SweeTARTS,Sugar Shack,Lot's O' Nuts,Atlantic,Same Day,1333.15,1336.64,-3.49,-0.26,1299.59,1931.99,High Risk
SweeTARTS,Sugar Shack,Wicked Choccy's,Atlantic,Same Day,1333.15,1327.46,5.69,0.43,1299.59,269.13,Low Risk
SweeTARTS,Sugar Shack,Secret Factory,Atlantic,Same Day,1333.15,1330.46,2.69,0.2,1299.59,813.31,Medium Risk
SweeTARTS,Sugar Shack,The Other Factory,Atlantic,Same Day,1333.15,1329.71,3.44,0.26,1299.59,676.7,Low Risk
SweeTARTS,Sugar Shack,Lot's O' Nuts,Gulf,Standard Class,1332.98,1331.44,1.54,0.12,1269.24,990.51,Medium Risk
SweeTARTS,Sugar Shack,Wicked Choccy's,Gulf,Standard Class,1332.98,1330.73,2.25,0.17,1269.24,860.86,Medium Risk
SweeTARTS,Sugar Shack,Secret Factory,Gulf,Standard Class,1332.98,1330.67,2.31,0.17,1269.24,850.99,Medium Risk
SweeTARTS,Sugar Shack,The Other Factory,Gulf,Standard Class,1332.98,1328.65,4.33,0.32,1269.24,485.76,Low Risk
SweeTARTS,Sugar Shack,Lot's O' Nuts,Gulf,First Class,1332.98,1331.44,1.54,0.12,1269.24,990.51,Medium Risk
SweeTARTS,Sugar Shack,Wicked Choccy's,Gulf,First Class,1332.98,1330.73,2.25,0.17,1269.24,860.86,Medium Risk
SweeTARTS,Sugar Shack,Secret Factory,Gulf,First Class,1332.98,1330.67,2.31,0.17,1269.24,850.99,Medium Risk
SweeTARTS,Sugar Shack,The Other Factory,Gulf,First Class,1332.98,1328.65,4.33,0.32,1269.24,485.76,Low Risk
SweeTARTS,Sugar Shack,Lot's O' Nuts,Gulf,Second Class,1332.98,1331.44,1.54,0.12,1269.24,990.51,Medium Risk
SweeTARTS,Sugar Shack,Wicked Choccy's,Gulf,Second Class,1332.98,1330.73,2.25,0.17,1269.24,860.86,Medium Risk
SweeTARTS,Sugar Shack,Secret Factory,Gulf,Second Class,1332.98,1330.67,2.31,0.17,1269.24,850.99,Medium Risk
SweeTARTS,Sugar Shack,The Other Factory,Gulf,Second Class,1332.98,1328.65,4.33,0.32,1269.24,485.76,Low Risk
SweeTARTS,Sugar Shack,Lot's O' Nuts,Gulf,Same Day,1332.98,1331.44,1.54,0.12,1269.24,990.51,Medium Risk
SweeTARTS,Sugar Shack,Wicked Choccy's,Gulf,Same Day,1332.98,1330.73,2.25,0.17,1269.24,860.86,Medium Risk
SweeTARTS,Sugar Shack,Secret Factory,Gulf,Same Day,1332.98,1330.67,2.31,0.17,1269.24,850.99,Medium Risk
SweeTARTS,Sugar Shack,The Other Factory,Gulf,Same Day,1332.98,1328.65,4.33,0.32,1269.24,485.76,Low Risk
SweeTARTS,Sugar Shack,Lot's O' Nuts,Pacific,Standard Class,1334.23,1328.08,6.15,0.46,1495.26,381.6,Low Risk
SweeTARTS,Sugar Shack,Wicked Choccy's,Pacific,Standard Class,1334.23,1337.81,-3.58,-0.27,1495.26,2143.85,High Risk
SweeTARTS,Sugar Shack,Secret Factory,Pacific,Standard Class,1334.23,1334.74,-0.51,-0.04,1495.26,1587.89,High Risk
SweeTARTS,Sugar Shack,The Other Factory,Pacific,Standard Class,1334.23,1334.83,-0.6,-0.04,1495.26,1604.38,High Risk
SweeTARTS,Sugar Shack,Lot's O' Nuts,Pacific,First Class,1334.23,1328.08,6.15,0.46,1495.26,381.6,Low Risk
SweeTARTS,Sugar Shack,Wicked Choccy's,Pacific,First Class,1334.23,1337.81,-3.58,-0.27,1495.26,2143.85,High Risk
SweeTARTS,Sugar Shack,Secret Factory,Pacific,First Class,1334.23,1334.74,-0.51,-0.04,1495.26,1587.89,High Risk
SweeTARTS,Sugar Shack,The Other Factory,Pacific,First Class,1334.23,1334.83,-0.6,-0.04,1495.26,1604.38,High Risk
SweeTARTS,Sugar Shack,Lot's O' Nuts,Pacific,Second Class,1334.23,1328.08,6.15,0.46,1495.26,381.6,Low Risk
SweeTARTS,Sugar Shack,Wicked Choccy's,Pacific,Second Class,1334.23,1337.81,-3.58,-0.27,1495.26,2143.85,High Risk
SweeTARTS,Sugar Shack,Secret Factory,Pacific,Second Class,1334.23,1334.74,-0.51,-0.04,1495.26,1587.89,High Risk
SweeTARTS,Sugar Shack,The Other Factory,Pacific,Second Class,1334.23,1334.83,-0.6,-0.04,1495.26,1604.38,High Risk
SweeTARTS,Sugar Shack,Lot's O' Nuts,Pacific,Same Day,1334.23,1328.08,6.15,0.46,1495.26,381.6,Low Risk
SweeTARTS,Sugar Shack,Wicked Choccy's,Pacific,Same Day,1334.23,1337.81,-3.58,-0.27,1495.26,2143.85,High Risk
SweeTARTS,Sugar Shack,Secret Factory,Pacific,Same Day,1334.23,1334.74,-0.51,-0.04,1495.26,1587.89,High Risk
SweeTARTS,Sugar Shack,The Other Factory,Pacific,Same Day,1334.23,1334.83,-0.6,-0.04,1495.26,1604.38,High Risk
Nerds,Sugar Shack,Lot's O' Nuts,Interior,Standard Class,1334.96,1336.45,-1.49,-0.11,605.2,875.45,Medium Risk
Nerds,Sugar Shack,Wicked Choccy's,Interior,Standard Class,1334.96,1337.65,-2.69,-0.2,605.2,1092.4,Medium Risk
Nerds,Sugar Shack,Secret Factory,Interior,Standard Class,1334.96,1333.99,0.97,0.07,605.2,430.51,Low Risk
Nerds,Sugar Shack,The Other Factory,Interior,Standard Class,1334.96,1334.66,0.3,0.02,605.2,550.73,Low Risk
Nerds,Sugar Shack,Lot's O' Nuts,Interior,First Class,1334.96,1336.45,-1.49,-0.11,605.2,875.45,Medium Risk
Nerds,Sugar Shack,Wicked Choccy's,Interior,First Class,1334.96,1337.65,-2.69,-0.2,605.2,1092.4,Medium Risk
Nerds,Sugar Shack,Secret Factory,Interior,First Class,1334.96,1333.99,0.97,0.07,605.2,430.51,Low Risk
Nerds,Sugar Shack,The Other Factory,Interior,First Class,1334.96,1334.66,0.3,0.02,605.2,550.73,Low Risk
Nerds,Sugar Shack,Lot's O' Nuts,Interior,Second Class,1334.96,1336.45,-1.49,-0.11,605.2,875.45,Medium Risk
Nerds,Sugar Shack,Wicked Choccy's,Interior,Second Class,1334.96,1337.65,-2.69,-0.2,605.2,1092.4,Medium Risk
Nerds,Sugar Shack,Secret Factory,Interior,Second Class,1334.96,1333.99,0.97,0.07,605.2,430.51,Low Risk
Nerds,Sugar Shack,The Other Factory,Interior,Second Class,1334.96,1334.66,0.3,0.02,605.2,550.73,Low Risk
Nerds,Sugar Shack,Lot's O' Nuts,Interior,Same Day,1334.96,1336.45,-1.49,-0.11,605.2,875.45,Medium Risk
Nerds,Sugar Shack,Wicked Choccy's,Interior,Same Day,1334.96,1337.65,-2.69,-0.2,605.2,1092.4,Medium Risk
Nerds,Sugar Shack,Secret Factory,Interior,Same Day,1334.96,1333.99,0.97,0.07,605.2,430.51,Low Risk
Nerds,Sugar Shack,The Other Factory,Interior,Same Day,1334.96,1334.66,0.3,0.02,605.2,550.73,Low Risk
Nerds,Sugar Shack,Lot's O' Nuts,Atlantic,Standard Class,1338.79,1342.28,-3.49,-0.26,1299.59,1931.99,High Risk
Nerds,Sugar Shack,Wicked Choccy's,Atlantic,Standard Class,1338.79,1333.1,5.69,0.43,1299.59,269.13,Low Risk
Nerds,Sugar Shack,Secret Factory,Atlantic,Standard Class,1338.79,1336.11,2.68,0.2,1299.59,813.31,Medium Risk
Nerds,Sugar Shack,The Other Factory,Atlantic,Standard Class,1338.79,1335.35,3.44,0.26,1299.59,676.7,Low Risk
Nerds,Sugar Shack,Lot's O' Nuts,Atlantic,First Class,1338.79,1342.28,-3.49,-0.26,1299.59,1931.99,High Risk
Nerds,Sugar Shack,Wicked Choccy's,Atlantic,First Class,1338.79,1333.1,5.69,0.43,1299.59,269.13,Low Risk
Nerds,Sugar Shack,Secret Factory,Atlantic,First Class,1338.79,1336.11,2.68,0.2,1299.59,813.31,Medium Risk
Nerds,Sugar Shack,The Other Factory,Atlantic,First Class,1338.79,1335.35,3.44,0.26,1299.59,676.7,Low Risk
Nerds,Sugar Shack,Lot's O' Nuts,Atlantic,Second Class,1338.79,1342.28,-3.49,-0.26,1299.59,1931.99,High Risk
Nerds,Sugar Shack,Wicked Choccy's,Atlantic,Second Class,1338.79,1333.1,5.69,0.43,1299.59,269.13,Low Risk
Nerds,Sugar Shack,Secret Factory,Atlantic,Second Class,1338.79,1336.11,2.68,0.2,1299.59,813.31,Medium Risk
Nerds,Sugar Shack,The Other Factory,Atlantic,Second Class,1338.79,1335.35,3.44,0.26,1299.59,676.7,Low Risk
Nerds,Sugar Shack,Lot's O' Nuts,Atlantic,Same Day,1338.79,1342.28,-3.49,-0.26,1299.59,1931.99,High Risk
Nerds,Sugar Shack,Wicked Choccy's,Atlantic,Same Day,1338.79,1333.1,5.69,0.43,1299.59,269.13,Low Risk
Nerds,Sugar Shack,Secret Factory,Atlantic,Same Day,1338.79,1336.11,2.68,0.2,1299.59,813.31,Medium Risk
Nerds,Sugar Shack,The Other Factory,Atlantic,Same Day,1338.79,1335.35,3.44,0.26,1299.59,676.7,Low Risk
Nerds,Sugar Shack,Lot's O' Nuts,Gulf,Standard Class,1338.62,1337.09,1.53,0.11,1269.24,990.51,Medium Risk
Nerds,Sugar Shack,Wicked Choccy's,Gulf,Standard Class,1338.62,1336.37,2.25,0.17,1269.24,860.86,Medium Risk
Nerds,Sugar Shack,Secret Factory,Gulf,Standard Class,1338.62,1336.32,2.3,0.17,1269.24,850.99,Medium Risk
Nerds,Sugar Shack,The Other Factory,Gulf,Standard Class,1338.62,1334.3,4.32,0.32,1269.24,485.76,Low Risk
Nerds,Sugar Shack,Lot's O' Nuts,Gulf,First Class,1338.62,1337.09,1.53,0.11,1269.24,990.51,Medium Risk
